국립공주대학교 비공개 기록물 공개재분류 목록,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
사범대학 부설고등학교,2008,처리과서무,교육수급자 관련철,2008년 4/4분기 교육급여 대상자 학적조회 회신요청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,교육수급자 관련철,교육급여 대상자 학적조회 회신요청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,교육수급자 관련철,기초생활수급자 자녀 학적조회,3년,비공개,6호,비공개,5호,감사
사범대학 부설고등학교,2008,처리과서무,복무관련철,종합감사에 따른 전출공무원 수감 자료 요청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,전출입 관련철,2008년  3월 전출 교육공무원 근무상황 통보,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,전출입 관련철,종합감사 대비 관련자료 송부 요청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,통계관련철,2008년도 교육통계 검증자료(5차) 제출,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,급여관리,2007년도 연말정산 재정산,3년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,일반서무,2008학년도 예비신입생 기숙사 관리비 등 정산잔액 세출입 예산반영,3년,비공개,"3호,4호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,일반문서철,GPKI 인증서 발급 신청,3년,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,일반문서철,GPKI 인증서 발급 신청,3년,비공개,1호,공개,,
사범대학 부설고등학교,2008,처리과서무,일반서무,GPKI 인증서 발급 신청,3년,비공개,1호,공개,,
사범대학 부설고등학교,2008,학교시설사용허가,국유재산 사용허가,국유재산 유상사용수익허가 및 사용료 납부 통보(구내매점),3년,비공개,3호,공개,,
사범대학 부설고등학교,2008,학교체육,체육관련,「2008 경기 평화통일 마라톤 대회」개최 알림,3년,비공개,5호,공개,,
사범대학 부설고등학교,2008,학년업무,3학년 관련철,강남구청 인터넷수능방송 수시 대특강 안내,3년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학년업무,3학년 관련철,한국 최초 우주인 기획강연 참가 신청 안내,3년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학년업무,3학년 관련철,환경교육 수요조사 안내,3년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학년업무,3학년 관련철,산간오지 및 저소득층 자녀 EBS 수능방송 수신료 영수증 제출,3년,비공개,6호,비공개,5호,시험관련
사범대학 부설고등학교,2008,학년업무,3학년 관련철,학력증명서(병사용) 발급 요청,3년,비공개,6호,공개,,
사범대학 부설고등학교,2008,학년업무,영어과 관련철,2008학년도 1학기 본교 원어민영어보조교사 고용 현황 보고,3년,비공개,6호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학년업무,3학년 관련철,2008학년도 10월 고3 전국연합학력평가 성적통지자료 및 통계자료 보냄,3년,비공개,5호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학년업무,3학년 관련철,2009학년도 대입 수시모집 합격자 현황 파악,3년,비공개,5호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학생교육지도,학교폭력예방지도,학교 폭력 관련 법령 지역별 강사 요원 연수 결과 붙임자료 송부,3년,비공개,8호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학생교육지도,학생부일반문서,졸업기념 선물 나만의 우표 소개,3년,비공개,7호,공개,,
사범대학 부설고등학교,2008,학생교육지도,학생부일반문서,2008년도 공주시 생활지도상임위원회 워크숍 참석 안내,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학생문예활동지도,문예일반,2008년도 경로효친 문화 백일장 참가자 명단 알림,3년,비공개,7호,비공개,3호,정보보호
사범대학 부설고등학교,2008,환경정화,환경과서류철,교내 '사랑의 아나바다 나눔터' 개최,3년,비공개,3호,공개,,
사범대학 부설고등학교,2008,개인정보보호,개인정보보호,2008년 12월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,개인정보보호,개인정보보호,[긴급]최신 해킹메일 유형 및 조치사항 통보,5년,비공개,2호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학관련,2008 과학교육 추진실적 제출,5년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학관련,2008학년도 충남생물교육연구회 총회 참석 안내,5년,비공개,7호,비공개,5호,감사
사범대학 부설고등학교,2008,과학교육활동,과학관련,2009 발명과학 및 과학탐구방법 직무연수 신청 안내,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학관련,[긴급] 한국 최초 우주인 기획강연 참가대상자 알림,5년,비공개,7호,공개,,
사범대학 부설고등학교,2008,과학교육활동,과학관련,교육과학기술부 종합감사 시 과학 관련 수감내용 및 지적사항 알림,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학관련,중등 과학교사 교과전문성신장 국외위탁연수 보고서 탑재 보급 안내,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학부공문서,[긴급] 정두언 국회의원 요구자료(실험실 화학약품 처리 실적) 제출,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학부공문서,충남생물교육연구회 생태탐사 참석 협조,5년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학부공문서,충남환경교육연구회 워크숍 참석 안내,5년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,과학교육활동,과학관련,2008학년도 특성화교육 실천사례 연구대회(기능분야-과학) 보고서 제출,5년,비공개,6호,공개,,
사범대학 부설고등학교,2008,과학교육활동,과학관련,교육과학기술부 '08년 상반기 개인정보관리 실태조사 결과 알림,5년,비공개,6호,공개,,
사범대학 부설고등학교,2008,과학교육활동,과학관련,수학ㆍ과학경시대회 지도사례연구논문대회 결과 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교과서주문정산,교과용도서관련철,근·현대사 교과서 출판사 현황 제출,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육실습생지도,교육실습 관련철,2008학년도 교육실습 협력학교 운영 사례 및 유공교원 명단 제출,5년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 1/4분기 농업인 자녀학자금 지원대상학생 재학 조회,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 1/4분기 농업인자녀 학자금 지급완료 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 2/4분기 농업인 자녀학자금 지급내역 통보,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 3/4분기 농업인자녀 학자금 지급완료 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 3/4분기 농업인자녀학자금 재학조회,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 4/4분기 농업인자녀 학자금 지급 통보,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 농업인 자녀학자금 지급대상학생 재확조회(미회신학교),5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 농업인 자녀학자금 지급대상학생 재확조회(미회신학교2차),5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 농업인자녀 학자금 지원대상자 재학조회 의뢰,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년도 3/4분기 농업인자녀 학자금 지급내역 통보,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년도 3/4분기 농업인자녀학자금 지급 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년도 4/4분기 농업인자녀학자금 지급 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,농업인 자녀학자금 지원신청학생 재학조회 의뢰,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,장학금,삼성-동아일보 열린장학금 2008년도 4/4분기 입금 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,장학금,삼성-동아일보 열린장학금 2008학년도 1/4분기 입금 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,장학금,삼성-동아일보 열린장학금 제5기 장학생 선정자 통보,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 농업인자녀학자금지원대상자 재학조회(추가),5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 2/4분기 농업인 자녀학자금 지급,5년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 3/4분기 농업인 자녀학자금 지급,5년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년 4/4분기 농업인 자녀학자금 지급,5년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,농업민학자,2008년도 농업인자녀학자금 재학조회 의뢰,5년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,장학금지급,장학금,2008년도 소년소녀 가장학생 장학금 배부 및 지급 알림,5년,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 10월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 11월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 1월 저소득층자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 5월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,5호,정보보호
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 7월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,2008년 9월 저소득층 자녀 인터넷통신비 지원 안내,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,정보화교육,교육정보문서,[긴급]최신 해킹메일 유형 및 조치사항 통보,5년,비공개,2호,공개,,
사범대학 부설고등학교,2008,중식지원,중식지원,2008년 저소득가정학생 성금지원 계획 통보,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,중식지원,중식지원,2008 겨울방학 중 급식지원 필요 학생 전수조사 자료 제출,5년,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과물품관리,학교물품,물품관리전환 소요조회,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,급여관련,2008년도 전출공무원 근로소득 연말정산 자료내역 통보,5년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달물자 구매업무 협의,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달물자 구매업무 협의,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달물자 구매업무 협의,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달요청에 대한 구매추진 안내-25083180502,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달요청에 대한 구매추진 재안내-25083180501,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과예산회계,학교회계,조달요청에 대한 구매추진안내-25083180500,5년,비공개,"7호,8호",비공개,6호,개인정보
사범대학 부설고등학교,2008,특수학급운영,특수교육관련철,2008학년도 수업연구대회(특수) 보고서 심사 계획,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,특수학급운영,특수교육관련철,2008학년도 수업연구대회(특수) 수업 심사 계획,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,특수학급운영,특수교육관련철,2008학년도 수업연구대회(특수) 심사위원 변경 위촉 안내,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,2008년도 학교급식 청렴도 측정결과 수정 통보,5년,비공개,8호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,2008학년도 학교급식 청렴도 측정 결과 통보,5년,비공개,8호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,10월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,10월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,10월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,10월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,11월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,11월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,11월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,11월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,12월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,12월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,12월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,2008학년도 학교급식 납품업체 설문조사,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,3월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,3월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,4월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,4월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,4월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,4월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,4월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,5월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,5월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,5월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,5월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,6월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,6월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,6월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,6월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,7월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,7월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,7월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,8월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,9월 1째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,9월 2째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,9월 3째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,9월 4째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,9월 5째주 학교급식품 시장물가조사서 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교급식,학교급식관리,“학교 식중독 조기경보 시스템” 활용 및 입력사항 안내,5년,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교보건,학교보건,학생 결핵검진 결과 알림,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교보건,건강기록부,2008년도 졸업생 건강기록부 송부,5년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육공무원인사,인사관련철,2007학년도 고등학교 근무경력 가산점 부여자 명단 알림,10년,비공개,8호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육공무원인사,인사관련철,2008학년도 교육실습 유공교원 가산점 부여 대상자 알림,10년,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,주민등록번호 정정대상자 알림(공주대학교사범대학부설고등학교),10년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,주민등록번호 정정에 따른 학적부 등 정정 협조 재요청,10년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,주민등록번호 정정에 따른 학적부 정정 요청,10년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,주민등록번호 확인 요청,10년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,주민등록번호 확인 요청,10년,비공개,6호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,처리과민원,민원관련철,최종학력 사항 조회,10년,비공개,6호,공개,,
사범대학 부설고등학교,2008,처리과민원,민원관련철,최종학력사항 조회,10년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,독서환경 조성을 위한 도서구입비 교부 안내,30년,비공개,8호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,학교도서관 도서구입비 및 도서관 운영비 확보 협조,30년,비공개,8호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,국회 권영길 의원 요구자료,30년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,학교도서관 운영 평가 참여 안내,30년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,One Book One School(한 학교 한 책)운동 운영 우수학교 및 지도교사 표창 안내,30년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,제1회 학교도서관 캠프 추진에 따른 진행 협조,30년,비공개,6호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,충청남도 초중등 학교도서관 연구회 후반기 문학기행 안내,30년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,학교도서관운영,도서관 관련철,디지털자료실지원센터 '독서표현활동' 참여 학생 독후감상문 심사위원 위촉,30년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,상담활동,진로상담영역,2008년도 상담활동 우수학교(교사) 표창 대상자 명단 알림,준영구,비공개,1호,비공개,6호,개인정보
사범대학 부설고등학교,2008,인사발령대장,기타직 인사,신원기록사항 조회결과 회신,준영구,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,인사발령대장,기타직 인사,신원조회 회보,준영구,비공개,6호,비공개,6호,성명 등 개인정보
